Time,MotorSpeed,Error,MotorCmd,Headroom,K_P,Direct,Desired
7.45742654800415,0,127,2,32767,0,5.2,150.0
7.4984290599823,0,127,5,32767,0,7.8,150.0
7.535430908203125,0,127,7,32767,0,10.4,150.0
7.576433420181274,0,127,10,32767,0,10.4,150.0
7.616435766220093,0,127,10,32767,0,15.6,150.0
7.657438039779663,0,127,13,32767,0,18.2,150.0
7.695440292358398,0,127,15,32767,0,20.8,150.0
7.735442399978638,0,127,20,32767,0,20.8,150.0
7.776444673538208,0,127,20,32767,0,23.4,150.0
7.817447185516357,0,127,23,32767,0,26.0,150.0
7.858449459075928,0,127,26,32767,0,26.0,150.0
7.895451784133911,0,127,26,32767,0,28.6,150.0
7.9364540576934814,0,127,28,32767,0,28.6,150.0
7.977456092834473,0,127,28,32767,0,31.2,150.0
8.018458604812622,0,127,31,32767,0,31.2,150.0
8.059460878372192,0,127,31,32767,0,31.2,150.0
8.096463203430176,0,127,31,32767,0,31.2,150.0
8.137465476989746,0,127,31,32767,0,31.2,150.0
8.192468643188477,0,127,31,32767,0,31.2,150.0
8.219470024108887,0,127,31,32767,0,31.2,150.0
8.255472183227539,0,127,31,32767,0,31.2,150.0
8.296474695205688,0,127,31,32767,0,31.2,150.0
8.337476968765259,0,127,31,32767,0,31.2,150.0
8.378479242324829,0,127,31,32767,0,33.8,150.0
8.419481754302979,0,127,33,32767,0,36.4,150.0
8.456483602523804,0,127,36,32767,0,46.8,150.0
8.497486114501953,0,127,41,32767,0,59.8,150.0
8.538488388061523,0,127,46,32767,0,67.6,150.0
8.579490900039673,2,127,59,32767,0,72.8,150.0
8.620493173599243,31,118,67,32767,0,80.6,150.0
8.657495021820068,51,98,72,32767,0,91.0,150.0
8.698497533798218,71,78,80,32767,0,98.8,150.0
8.739499807357788,91,58,85,32767,0,106.6,150.0
8.780502319335938,107,42,96,32767,0,114.4,150.0
8.821504592895508,129,20,104,32767,0,119.6,150.0
8.857506513595581,149,0,111,32767,0,119.6,150.0
8.899508953094482,174,-24,119,32767,0,119.6,150.0
8.9395112991333,192,-42,119,32767,0,119.6,150.0
8.980513572692871,199,-49,119,32767,0,119.6,150.0
9.02151608467102,208,-58,119,32767,0,119.6,150.0
9.058518171310425,216,-66,119,32767,0,119.6,150.0
9.099520683288574,218,-68,119,32767,0,119.6,150.0
9.140522718429565,225,-75,119,32767,0,119.6,150.0
9.181525230407715,220,-70,119,32767,0,119.6,150.0
9.23252820968628,225,-75,119,32767,0,119.6,150.0
9.259529829025269,228,-78,119,32767,0,119.6,150.0
9.300532102584839,231,-81,119,32767,0,119.6,150.0
9.34153437614441,233,-83,119,32767,0,119.6,150.0
9.38253664970398,235,-85,119,32767,0,119.6,150.0
9.419538736343384,235,-85,119,32767,0,119.6,150.0
9.460541248321533,239,-89,119,32767,0,117.0,150.0
9.500543355941772,235,-85,117,32767,0,114.4,150.0
9.541545867919922,230,-80,114,32767,0,114.4,150.0
9.582548141479492,230,-80,114,32767,0,111.8,150.0
9.619550228118896,233,-83,111,32767,0,109.2,150.0
9.660552501678467,224,-74,109,32767,0,106.6,150.0
9.701555013656616,222,-72,106,32767,0,101.4,150.0
9.742557287216187,218,-68,104,32767,0,98.8,150.0
9.783559560775757,219,-69,101,32767,0,98.8,150.0
9.820561647415161,213,-63,101,32767,0,96.2,150.0
9.861563920974731,209,-59,96,32767,0,93.6,150.0
9.90256643295288,202,-52,93,32767,0,93.6,150.0
9.943568706512451,201,-51,93,32767,0,93.6,150.0
9.980571031570435,197,-47,93,32767,0,93.6,150.0
10.021573066711426,197,-47,93,32767,0,93.6,150.0
10.062575578689575,197,-47,93,32767,0,91.0,150.0
10.103577852249146,195,-45,91,32767,0,91.0,150.0
10.143580198287964,189,-39,91,32767,0,91.0,150.0
10.180582284927368,187,-37,91,32767,0,91.0,150.0
10.221584796905518,188,-38,91,32767,0,91.0,150.0
10.262586832046509,190,-40,91,32767,0,91.0,150.0
10.303589344024658,185,-35,91,32767,0,91.0,150.0
10.344591617584229,184,-34,91,32767,0,91.0,150.0
10.381593704223633,185,-35,91,32767,0,91.0,150.0
10.422596216201782,183,-33,91,32767,0,91.0,150.0
10.463598489761353,185,-35,91,32767,0,91.0,150.0
10.504601001739502,185,-35,91,32767,0,91.0,150.0
10.545603036880493,181,-31,91,32767,0,91.0,150.0
10.582605361938477,184,-34,91,32767,0,88.4,150.0
10.623607635498047,186,-36,88,32767,0,83.2,150.0
10.664610147476196,178,-28,85,32767,0,83.2,150.0
10.705612421035767,180,-30,83,32767,0,83.2,150.0
10.74161434173584,179,-29,83,32767,0,83.2,150.0
10.78261685371399,171,-21,83,32767,0,83.2,150.0
10.82361912727356,173,-23,83,32767,0,83.2,150.0
10.865621566772461,171,-21,83,32767,0,83.2,150.0
10.90562391281128,171,-21,83,32767,0,83.2,150.0
10.942625761032104,172,-22,83,32767,0,80.6,150.0
10.983628273010254,169,-19,80,32767,0,78.0,150.0
11.024630546569824,166,-16,78,32767,0,78.0,150.0
11.065633058547974,163,-13,78,32767,0,78.0,150.0
11.106635332107544,158,-8,78,32767,0,78.0,150.0
11.143637418746948,159,-9,78,32767,0,78.0,150.0
11.184639692306519,161,-11,78,32767,0,78.0,150.0
11.225641965866089,160,-10,78,32767,0,78.0,150.0
11.266644477844238,157,-7,78,32767,0,78.0,150.0
11.303646564483643,163,-13,78,32767,0,78.0,150.0
11.35664963722229,163,-13,78,32767,0,78.0,150.0
11.384651184082031,164,-14,78,32767,0,78.0,150.0
11.425653457641602,163,-13,78,32767,0,78.0,150.0
11.466655731201172,162,-12,78,32767,0,78.0,150.0
11.503658056259155,164,-14,78,32767,0,78.0,150.0
11.544660329818726,164,-14,78,32767,0,78.0,150.0
11.585662841796875,156,-6,78,32767,0,78.0,150.0
11.626665115356445,155,-5,78,32767,0,78.0,150.0
11.667667150497437,156,-6,78,32767,0,75.4,150.0
11.70466947555542,156,-6,75,32767,0,75.4,150.0
11.74567198753357,157,-7,75,32767,0,72.8,150.0
11.78667426109314,154,-4,72,32767,0,72.8,150.0
11.82767653465271,145,4,72,32767,0,72.8,150.0
11.86867904663086,146,3,72,32767,0,72.8,150.0
11.905680894851685,149,0,72,32767,0,72.8,150.0
11.946683406829834,147,2,72,32767,0,72.8,150.0
11.987685680389404,147,2,72,32767,0,72.8,150.0
12.028688192367554,143,6,72,32767,0,72.8,150.0
12.064689874649048,143,6,72,32767,0,72.8,150.0
12.105692386627197,147,2,72,32767,0,72.8,150.0
12.146694660186768,145,4,72,32767,0,72.8,150.0
12.187696933746338,144,5,72,32767,0,72.8,150.0
12.228699445724487,152,-2,72,32767,0,72.8,150.0
12.26570177078247,149,0,72,32767,0,72.8,150.0
12.306704044342041,147,2,72,32767,0,72.8,150.0
12.347706079483032,145,4,72,32767,0,72.8,150.0
12.397709131240845,144,5,72,32767,0,72.8,150.0
12.429710865020752,143,6,72,32767,0,72.8,150.0
12.465713024139404,144,5,72,32767,0,72.8,150.0
12.507715463638306,141,8,72,32767,0,72.8,150.0
12.548717975616455,142,7,72,32767,0,72.8,150.0
12.588720083236694,144,5,72,32767,0,72.8,150.0
12.629722356796265,146,3,72,32767,0,72.8,150.0
12.666724443435669,141,8,72,32767,0,72.8,150.0
12.707726955413818,143,6,72,32767,0,72.8,150.0
12.748729228973389,140,9,72,32767,0,72.8,150.0
12.789731740951538,143,6,72,32767,0,72.8,150.0
12.826733589172363,144,5,72,32767,0,72.8,150.0
12.867735862731934,143,6,72,32767,0,72.8,150.0
12.908738374710083,143,6,72,32767,0,72.8,150.0
12.949740648269653,146,3,72,32767,0,72.8,150.0
12.990743160247803,146,3,72,32767,0,72.8,150.0
13.027745008468628,149,0,72,32767,0,72.8,150.0
13.068747520446777,148,1,72,32767,0,72.8,150.0
13.109749794006348,146,3,72,32767,0,72.8,150.0
13.150752067565918,146,3,72,32767,0,72.8,150.0
13.190754413604736,147,2,72,32767,0,72.8,150.0
13.22875690460205,146,3,72,32767,0,72.8,150.0
13.269758939743042,148,1,72,32767,0,72.8,150.0
13.30976128578186,148,1,72,32767,0,72.8,150.0
13.35076355934143,147,2,72,32767,0,72.8,150.0
13.39176607131958,152,-2,72,32767,0,72.8,150.0
13.4387686252594,148,1,72,32767,0,72.8,150.0
13.469770669937134,145,4,72,32767,0,72.8,150.0
13.510772705078125,148,1,72,32767,0,72.8,150.0
13.551775217056274,151,-1,72,32767,0,72.8,150.0
13.588777303695679,144,5,72,32767,0,72.8,150.0
13.629779577255249,147,2,72,32767,0,72.8,150.0
13.670782089233398,143,6,72,32767,0,72.8,150.0
13.711784362792969,144,5,72,32767,0,72.8,150.0
13.752786636352539,146,3,72,32767,0,72.8,150.0
13.788788795471191,139,10,72,32767,0,72.8,150.0
13.829791069030762,146,3,72,32767,0,72.8,150.0
13.870793342590332,146,3,72,32767,0,72.8,150.0
13.911795854568481,141,8,72,32767,0,72.8,150.0
13.952798128128052,133,16,72,32767,0,72.8,150.0
13.989800214767456,126,23,72,32767,0,72.8,150.0
14.030802488327026,112,37,72,32767,0,72.8,150.0
14.071805000305176,112,37,72,32767,0,72.8,150.0
14.112807273864746,102,47,72,32767,0,72.8,150.0
14.153809547424316,99,50,72,32767,0,72.8,150.0
14.19081163406372,99,50,72,32767,0,72.8,150.0
14.23181414604187,99,50,72,32767,0,72.8,150.0
14.27281641960144,95,54,72,32767,0,72.8,150.0
14.31381869316101,97,52,72,32767,0,72.8,150.0
14.350821018218994,96,53,72,32767,0,72.8,150.0
14.390823125839233,99,50,72,32767,0,72.8,150.0
14.431825399398804,112,37,72,32767,0,72.8,150.0
14.473827838897705,117,32,72,32767,0,72.8,150.0
14.519830703735352,115,34,72,32767,0,72.8,150.0
14.550832271575928,126,23,72,32767,0,72.8,150.0
14.591834783554077,127,22,72,32767,0,72.8,150.0
14.632836818695068,131,18,72,32767,0,72.8,150.0
14.673839092254639,129,20,72,32767,0,72.8,150.0
14.714841604232788,130,19,72,32767,0,72.8,150.0
14.751843929290771,131,18,72,32767,0,72.8,150.0
14.792846202850342,138,11,72,32767,0,72.8,150.0
14.833848476409912,133,16,72,32767,0,72.8,150.0
14.874850988388062,138,11,72,32767,0,72.8,150.0
14.915853023529053,141,8,72,32767,0,72.8,150.0
14.952855348587036,140,9,72,32767,0,72.8,150.0
14.993857622146606,141,8,72,32767,0,72.8,150.0
15.034860134124756,138,11,72,32767,0,72.8,150.0
15.074862480163574,138,11,72,32767,0,72.8,150.0
15.1118643283844,144,5,72,32767,0,72.8,150.0
15.15286660194397,148,1,72,32767,0,72.8,150.0
15.19386911392212,147,2,72,32767,0,72.8,150.0
15.23487138748169,149,0,72,32767,0,72.8,150.0
15.275873899459839,147,2,72,32767,0,72.8,150.0
15.312875747680664,149,0,72,32767,0,72.8,150.0
15.353878021240234,150,0,72,32767,0,72.8,150.0
15.394880533218384,148,1,72,32767,0,72.8,150.0
15.435882806777954,141,8,72,32767,0,72.8,150.0
15.476885318756104,146,3,72,32767,0,72.8,150.0
15.513887405395508,141,8,72,32767,0,72.8,150.0
15.580891132354736,146,3,72,32767,0,72.8,150.0
15.595891952514648,144,5,72,32767,0,72.8,150.0
15.635894298553467,142,7,72,32767,0,72.8,150.0
15.676896572113037,143,6,72,32767,0,72.8,150.0
15.71389889717102,148,1,72,32767,0,72.8,150.0
15.75490140914917,143,6,72,32767,0,72.8,150.0
15.795903444290161,146,3,72,32767,0,72.8,150.0
15.836905717849731,151,-1,72,32767,0,72.8,150.0
15.873908042907715,150,0,72,32767,0,72.8,150.0
15.914910316467285,148,1,72,32767,0,72.8,150.0
15.955912828445435,149,0,72,32767,0,72.8,150.0
15.996915102005005,143,6,72,32767,0,72.8,150.0
16.037917613983154,143,6,72,32767,0,72.8,150.0
16.07491946220398,147,2,72,32767,0,72.8,150.0
16.11592173576355,142,7,72,32767,0,72.8,150.0
16.1569242477417,144,5,72,32767,0,72.8,150.0
16.19792652130127,145,4,72,32767,0,72.8,150.0
16.23892903327942,144,5,72,32767,0,72.8,150.0
16.275930881500244,142,7,72,32767,0,72.8,150.0
16.316933155059814,145,4,72,32767,0,70.2,150.0
16.356935501098633,143,6,70,32767,0,70.2,150.0
16.397938013076782,142,7,70,32767,0,70.2,150.0
16.438940286636353,143,6,70,32767,0,70.2,150.0
16.475942373275757,143,6,70,32767,0,70.2,150.0
16.516944646835327,141,8,70,32767,0,70.2,150.0
16.557947158813477,144,5,70,32767,0,70.2,150.0
16.598949432373047,140,9,70,32767,0,70.2,150.0
16.644952058792114,143,6,70,32767,0,70.2,150.0
16.6769540309906,145,4,70,32767,0,70.2,150.0
16.71795630455017,147,2,70,32767,0,70.2,150.0
16.75895857810974,144,5,70,32767,0,70.2,150.0
16.79996085166931,146,3,70,32767,0,70.2,150.0
16.836963176727295,142,7,70,32767,0,72.8,150.0
16.877965450286865,144,5,72,32767,0,72.8,150.0
16.917967796325684,148,1,72,32767,0,72.8,150.0
16.959969997406006,146,3,72,32767,0,72.8,150.0
16.999972343444824,147,2,72,32767,0,72.8,150.0
17.03697443008423,143,6,72,32767,0,72.8,150.0
17.077976942062378,145,4,72,32767,0,72.8,150.0
17.11897921562195,145,4,72,32767,0,75.4,150.0
17.15998148918152,148,1,75,32767,0,75.4,150.0
17.20098376274109,150,0,75,32767,0,75.4,150.0
17.237986087799072,150,0,75,32767,0,75.4,150.0
17.278988361358643,152,-2,75,32767,0,75.4,150.0
17.319990634918213,151,-1,75,32767,0,78.0,150.0
17.360993146896362,153,-3,78,32767,0,78.0,150.0
17.397994995117188,158,-8,78,32767,0,78.0,150.0
17.438997507095337,161,-11,78,32767,0,78.0,150.0
17.478999853134155,160,-10,78,32767,0,78.0,150.0
17.521002292633057,156,-6,78,32767,0,80.6,150.0
17.561004638671875,161,-11,80,32767,0,80.6,150.0
17.5980064868927,159,-9,80,32767,0,80.6,150.0
17.63900876045227,159,-9,80,32767,0,80.6,150.0
17.69301199913025,167,-17,80,32767,0,80.6,150.0
17.72101354598999,166,-16,80,32767,0,80.6,150.0
17.76201605796814,162,-12,80,32767,0,80.6,150.0
17.799018144607544,164,-14,80,32767,0,80.6,150.0
17.840020179748535,166,-16,80,32767,0,80.6,150.0
17.881022691726685,161,-11,80,32767,0,80.6,150.0
17.922024965286255,163,-13,80,32767,0,78.0,150.0
17.95902729034424,169,-19,78,32767,0,78.0,150.0
18.00002956390381,160,-10,78,32767,0,78.0,150.0
18.041032075881958,163,-13,78,32767,0,75.4,150.0
18.08203434944153,162,-12,75,32767,0,75.4,150.0
18.122036457061768,158,-8,75,32767,0,75.4,150.0
18.15903878211975,158,-8,75,32767,0,75.4,150.0
18.20004105567932,156,-6,75,32767,0,75.4,150.0
18.24104332923889,158,-8,75,32767,0,75.4,150.0
18.28204584121704,155,-5,75,32767,0,75.4,150.0
18.32304811477661,154,-4,75,32767,0,75.4,150.0
18.360050201416016,154,-4,75,32767,0,75.4,150.0
18.401052474975586,153,-3,75,32767,0,75.4,150.0
18.442054986953735,153,-3,75,32767,0,75.4,150.0
18.483057260513306,157,-7,75,32767,0,75.4,150.0
18.524059772491455,159,-9,75,32767,0,75.4,150.0
18.56106162071228,158,-8,75,32767,0,75.4,150.0
18.60206389427185,157,-7,75,32767,0,75.4,150.0
18.64306640625,158,-8,75,32767,0,75.4,150.0
18.68406867980957,153,-3,75,32767,0,75.4,150.0
18.756072759628296,156,-6,75,32767,0,75.4,150.0
18.774073839187622,155,-5,75,32767,0,72.8,150.0
18.802075386047363,154,-4,75,32767,0,72.8,150.0
18.843077659606934,157,-7,72,32767,0,72.8,150.0
18.884080171585083,155,-5,72,32767,0,72.8,150.0
18.921082258224487,151,-1,72,32767,0,72.8,150.0
18.962084770202637,150,0,72,32767,0,72.8,150.0
19.003086805343628,149,0,72,32767,0,72.8,150.0
19.044089317321777,147,2,72,32767,0,72.8,150.0
19.085091590881348,152,-2,72,32767,0,72.8,150.0
19.12209391593933,147,2,72,32767,0,72.8,150.0
19.1630961894989,150,0,72,32767,0,72.8,150.0
19.20409846305847,151,-1,72,32767,0,72.8,150.0
19.24510097503662,145,4,72,32767,0,72.8,150.0
19.286103010177612,146,3,72,32767,0,72.8,150.0
19.323105335235596,153,-3,72,32767,0,72.8,150.0
19.364107608795166,153,-3,72,32767,0,72.8,150.0
19.404109954833984,153,-3,72,32767,0,72.8,150.0
19.445112228393555,152,-2,72,32767,0,72.8,150.0
19.48211431503296,150,0,72,32767,0,72.8,150.0
19.52311658859253,145,4,72,32767,0,72.8,150.0
19.56411910057068,149,0,72,32767,0,72.8,150.0
19.60512137413025,145,4,72,32767,0,72.8,150.0
19.64612364768982,145,4,72,32767,0,72.8,150.0
19.683125734329224,147,2,72,32767,0,72.8,150.0
19.724128007888794,147,2,72,32767,0,72.8,150.0
19.765130519866943,146,3,72,32767,0,72.8,150.0
19.81713342666626,145,4,72,32767,0,72.8,150.0
19.847135305404663,144,5,72,32767,0,72.8,150.0
19.884137392044067,152,-2,72,32767,0,72.8,150.0
19.925139665603638,151,-1,72,32767,0,72.8,150.0
19.965142011642456,151,-1,72,32767,0,72.8,150.0
20.006144285202026,151,-1,72,32767,0,72.8,150.0
20.047146797180176,152,-2,72,32767,0,72.8,150.0
20.08414888381958,151,-1,72,32767,0,72.8,150.0
20.12515115737915,148,1,72,32767,0,72.8,150.0
20.16615343093872,147,2,72,32767,0,72.8,150.0
20.20715570449829,143,6,72,32767,0,72.8,150.0
20.244157791137695,147,2,72,32767,0,72.8,150.0
20.285160303115845,146,3,72,32767,0,72.8,150.0
20.326162576675415,145,4,72,32767,0,72.8,150.0
20.367165088653564,149,0,72,32767,0,72.8,150.0
20.408167123794556,147,2,72,32767,0,72.8,150.0
20.44516944885254,146,3,72,32767,0,72.8,150.0
20.48617172241211,148,1,72,32767,0,72.8,150.0
20.526174068450928,147,2,72,32767,0,72.8,150.0
20.56817650794983,150,0,72,32767,0,72.8,150.0
20.6091787815094,153,-3,72,32767,0,72.8,150.0
20.64518094062805,151,-1,72,32767,0,72.8,150.0
20.686183214187622,150,0,72,32767,0,72.8,150.0
20.727185487747192,151,-1,72,32767,0,72.8,150.0
20.768187999725342,142,7,72,32767,0,72.8,150.0
20.809190273284912,148,1,72,32767,0,72.8,150.0
20.85519289970398,147,2,72,32767,0,72.8,150.0
20.887194633483887,149,0,72,32767,0,72.8,150.0
20.928197145462036,147,2,72,32767,0,72.8,150.0
20.969199419021606,146,3,72,32767,0,72.8,150.0
21.00620150566101,143,6,72,32767,0,72.8,150.0
21.04720401763916,147,2,72,32767,0,72.8,150.0
21.08820605278015,152,-2,72,32767,0,72.8,150.0
21.1292085647583,143,6,72,32767,0,72.8,150.0
21.17021083831787,146,3,72,32767,0,72.8,150.0
21.206212997436523,148,1,72,32767,0,72.8,150.0
21.247215270996094,150,0,72,32767,0,72.8,150.0
21.288217544555664,152,-2,72,32767,0,72.8,150.0
21.329219818115234,154,-4,72,32767,0,72.8,150.0
